frase_id,frase,multi_vote,majority_vote,agreement_rate,annotators,total_annotations,n_labels_multi
1727445,Ela não é flor pro seu jardim.,"[""identidade""]",identidade,50.0,2,1,1
1727544,"nem faz idéia do que ela é capaz,.","[""habilidades""]",habilidades,50.0,2,2,1
1727691,E um homem velho se acercou e assim falou.,[],,0.0,2,0,0
1728253,Menina vem aqui ligeiro.,"[""outros""]",outros,100.0,2,2,1
1728291,Se o pai dessa moça é gringo.,"[""identidade""]",identidade,100.0,2,2,1
1728533,"Com perfume da mulher amada fica embriagado, dominado.",[],,0.0,2,0,0
1728655,"Ela é muito atraente,.","[""aparencia""]",aparencia,50.0,2,1,1
1728683,Ela é a deusa que todo homem quer.,"[""aparencia""]",aparencia,50.0,2,2,1
1728684,Ela é musa do meu coração.,"[""identidade""]",identidade,50.0,2,2,1
1728815,sou o homem mais feliz do mundo.,"[""identidade""]",identidade,100.0,2,3,1
1728833,QUE SÓ DÁ MULHER SOLTEIRA.,"[""outros""]",outros,50.0,2,5,1
1729132,"UMA MULHER LINDA, BOA E DIREITA.","[""identidade""]",identidade,50.0,2,2,1
1729285,Ela é muito desbocada.,"[""identidade""]",identidade,100.0,2,3,1
1731151,"Ela é negra, negritude que fascina.","[""identidade""]",identidade,50.0,2,2,1
1731152,"Senhora menina, menina senhora.","[""identidade""]",identidade,50.0,2,2,1
1731224,Não sei se ela é pagodeira.,"[""identidade""]",identidade,50.0,2,3,1
1731378,A mulher é a mulher.,"[""papel_social""]",papel_social,100.0,2,3,1
1731423,MULHER brasileira!!!.,"[""identidade""]",identidade,50.0,2,3,1
1731467,É que o homem é peixe graúdo.,"[""aparencia""]",aparencia,100.0,2,3,1
1731524,Nasceu um menino pobre.,"[""identidade""]",identidade,50.0,2,2,1
1731541,"Anísio é samba, amor e amizade.","[""valores""]",valores,50.0,2,1,1
1731545,Sou menino pobre da favela.,"[""identidade""]",identidade,100.0,2,3,1
1731549,Olha seu moço sou um rapaz decente.,"[""valores""]",valores,50.0,2,3,1
1732226,Ela é negra negritude que fascina.,"[""identidade"", ""aparencia""]",identidade,100.0,2,4,2
1732227,Senhora menina menina senhora me descontrolou.,"[""identidade""]",identidade,100.0,2,3,1
1732494,"Se tem mulher bonita,.","[""identidade""]",identidade,50.0,2,2,1
1732713,Mulher carinhosa a gente faz o que ela quer.,"[""comportamentos""]",comportamentos,100.0,2,2,1
1732716,Mulher motorista é charme na direção.,"[""papel_social""]",papel_social,50.0,2,3,1
1732721,Pra mulher bonita não existe homem bravo.,"[""identidade""]",identidade,100.0,2,4,1
1732722,Foi uma mulher charmosa que libertou os escravos.,"[""aparencia""]",aparencia,100.0,2,3,1
1733043,Ela é musa!,"[""identidade""]",identidade,100.0,2,3,1
1733044,Ela é gata!,"[""aparencia""]",aparencia,50.0,2,1,1
1733190,Deixa a gente sem destino faz o homem ser menino.,"[""papel_social""]",papel_social,50.0,2,2,1
1734116,Eu sou seu velho namorado novo.,"[""identidade""]",identidade,100.0,2,3,1
1734268,Ela fica grilada se eu vou pra balada.,"[""comportamentos""]",comportamentos,100.0,2,5,1
1734487,Ela é minha amiga eu não posso falhar.,"[""identidade""]",identidade,50.0,2,2,1
1734780,Agora ela ficou louca.,"[""comportamentos""]",comportamentos,100.0,2,3,1
173481,Valentão é brigão.,"[""comportamentos""]",comportamentos,100.0,2,5,1
1734896,Mulher bonita é fruta no pé madura.,"[""identidade""]",identidade,50.0,2,2,1
1734911,Amigo mulher bonita é perigosa.,"[""aparencia""]",aparencia,50.0,2,2,1
1734922,em casa ela é a rainha.,"[""identidade""]",identidade,100.0,2,4,1
1735010,"Sobe na mesa quando ela fica louca,.","[""identidade"", ""comportamentos""]",identidade,100.0,2,5,2
1735229,menina linda.,"[""aparencia""]",aparencia,100.0,2,3,1
1735388,se o pai dessa moça é gringo.,"[""papel_social""]",papel_social,50.0,2,2,1
1735558,"ai, ai, ai tem muita mulher bonita.","[""aparencia""]",aparencia,100.0,2,2,1
1735560,"ai, ai, ai mas como tem homem feio.","[""aparencia""]",aparencia,50.0,2,1,1
1736016,Sou um menino sou sonhador.,"[""identidade""]",identidade,50.0,2,3,1
1736565,Ele andava tristonho.,"[""identidade""]",identidade,50.0,2,2,1
1736875,"Se o homem nasceu bom, e bom não se conservou,.","[""identidade""]",identidade,50.0,2,1,1
1737474,Senhor é impossível andar.,"[""habilidades""]",habilidades,50.0,2,2,1
1737549,Ele é fiel e verdadeiro..,"[""identidade"", ""comportamentos""]",identidade,100.0,2,4,2
1737571,Ele é fácil resolver.,"[""habilidades""]",habilidades,50.0,2,2,1
1737764,ele é o caminho serto para voçê seguir.,"[""identidade""]",identidade,100.0,2,2,1
1738037,Ele pode estar certo que sem bênçãos.,[],,0.0,2,0,0
1738127,Pra salvar o homem vil.,"[""identidade""]",identidade,100.0,2,3,1
173844,Igual a tia ziata.,"[""identidade""]",identidade,100.0,2,2,1
1738450,E esse homem é o filho que com ele vai morar.,"[""identidade""]",identidade,50.0,2,1,1
1738544,ele é justo e é fiel e jamais esquece os seus.,"[""valores""]",valores,50.0,2,2,1
1738552,Ele é o consolador que enchuga o planto seu.,"[""identidade""]",identidade,50.0,2,4,1
1738598,Tereza era uma menina linda.,"[""aparencia""]",aparencia,50.0,2,1,1
1738665,Tereza era uma menina linda que vivia na.,"[""identidade""]",identidade,50.0,2,1,1
1738939,Pra mim elas são iguais.,"[""identidade""]",identidade,100.0,2,3,1
1739184,Atendia a qualquer um: doutores ou homens comuns.,"[""papel_social""]",papel_social,50.0,2,1,1
1739333,Ela não merecia tamanha ingratidão.,"[""comportamentos""]",comportamentos,100.0,2,4,1
1739805,Maria era muito legal.,"[""comportamentos""]",comportamentos,50.0,2,2,1
1740163,"Ou um homem pequenino, que tem medo de mulhé,.","[""comportamentos""]",comportamentos,100.0,2,3,1
1740164,"Ou um homem pequenino, que tem medo de mulhé....","[""aparencia""]",aparencia,50.0,2,2,1
1740874,Ela é boa demais..,"[""habilidades""]",habilidades,50.0,2,2,1
1740899,"para ela ficar mais bonita,.","[""aparencia""]",aparencia,100.0,2,3,1
1741601,Deus quanta mulher bonita.,"[""identidade""]",identidade,50.0,2,2,1
174182,"É mensalão, mensalinho, ele é meu amigo, ele é meu padrinho.","[""outros""]",outros,50.0,2,3,1
1741830,E a mulher namoradeira eu passo o coro e.,"[""comportamentos""]",comportamentos,100.0,2,3,1
1742211,Deus que filha linda...,[],,0.0,2,0,0
1742215,a filha morena clara a mãe é cor de canela.,[],,0.0,2,0,0
1742223,Mulheres iguais a elas no mundo...,"[""identidade""]",identidade,50.0,2,1,1
1742238,Deus que filha linda..,"[""aparencia""]",aparencia,100.0,2,2,1
1742253,Mulheres iguais à elas no mundo...,"[""comportamentos""]",comportamentos,100.0,2,4,1
1743248,"de uma mulher urbana, e.","[""outros""]",outros,50.0,2,1,1
1743477,"Eu fico ruim, ela acha ruim.","[""comportamentos""]",comportamentos,50.0,2,2,1
1743725,Tem até mulher bonita.,"[""aparencia""]",aparencia,50.0,2,1,1
1743823,"Só quer prazer, mulher ruim, fantoche sexual..","[""comportamentos""]",comportamentos,100.0,2,5,1
1744175,Ele tá desesperado liga todo dia.,"[""identidade""]",identidade,50.0,2,2,1
1744554,Ela não tem noção do quanto ela é linda.,"[""aparencia""]",aparencia,100.0,2,3,1
1744764,O meu pai com uma mulher diferente.,"[""identidade""]",identidade,50.0,2,2,1
1745103,Me dá pena pensar nessas mulheres lindas amanhã de ressaca.,"[""outros""]",outros,50.0,2,1,1
1745326,Ele é o vencedor da cruz.,"[""identidade""]",identidade,50.0,2,1,1
1745917,"Ele era um rapaz humilhado, calado e sofrido.","[""identidade""]",identidade,50.0,2,1,1
1745951,Ele agora é amigo e servo do.,"[""papel_social""]",papel_social,100.0,2,4,1
1746020,"Um certo homem fazendeiro, cheio do dinheiro, irreverente ateu.","[""identidade"", ""valores""]",identidade,100.0,2,4,2
1746023,"Mas ele tinha um agregado, um homem honrado servo do.","[""papel_social""]",papel_social,50.0,2,2,1
1746139,A ponte móvel ele atento manejava.,"[""comportamentos""]",comportamentos,50.0,2,1,1
1746143,Aquele homem caprichoso e dedicado.,"[""identidade""]",identidade,50.0,2,3,1
1746145,Em quanto ele trabalhava ali contente.,"[""comportamentos""]",comportamentos,50.0,2,1,1
1746151,"Seu filho não escutou, ele ficou desnorteado.","[""comportamentos""]",comportamentos,100.0,2,2,1
1746231,Ele é professor.,"[""identidade""]",identidade,50.0,2,1,1
1746302,O homem mal será jugado.,"[""identidade""]",identidade,50.0,2,3,1
1746424,"A alma do homem redimi, o amor não oprime.","[""outros""]",outros,50.0,2,1,1
1746455,Quando ele aqui viveu foi um homem destemido.,[],,0.0,2,0,0
1746554,cinco pães e dois peixinhos para ele sozinho estavam bom.,"[""outros""]",outros,50.0,2,2,1
1746736,Ela é veterana da guerra da itália.,"[""identidade"", ""habilidades""]",identidade,100.0,2,6,2
1746786,"Fox, tiete era moça fanática.","[""identidade""]",identidade,100.0,2,3,1
1747070,Filó não era mole não.,"[""comportamentos""]",comportamentos,50.0,2,1,1
1747305,"Nascimento, esse bandido me detesta, se eu não sou mulher honesta, ele ofendia o meu pudor"".","[""identidade"", ""valores""]",identidade,100.0,2,4,2
1747565,Desses que já não tem mais (E ele era ainda bem rapaz!).,"[""outros""]",outros,50.0,2,2,1
1748563,Não é porque ele é meu pai.,"[""papel_social""]",papel_social,50.0,2,1,1
1748579,Esse homem tão direito.,"[""comportamentos""]",comportamentos,100.0,2,4,1
1749011,que ela é maravilhosa e que eu tô afim.,"[""identidade"", ""aparencia""]",identidade,100.0,2,7,2
1749031,"ela é charmosa, um tremendo avião.","[""aparencia""]",aparencia,50.0,2,1,1
1749196,Sou um homem maduro e estou mais do que pronto.,"[""identidade""]",identidade,50.0,2,3,1
1749262,Mesmo que você não volte eu vou te esperar.,"[""outros""]",outros,50.0,2,2,1
1749788,"ela ainda é virgem, não tem hora pra voltar,.","[""comportamentos""]",comportamentos,100.0,2,4,1
1749791,"Essa garota é top, ela é rock roll,.","[""identidade""]",identidade,50.0,2,3,1
1749793,"Essa garota é top, ela é rock star,.","[""identidade""]",identidade,100.0,2,3,1
1750076,Tá de namorado novo.,"[""papel_social""]",papel_social,50.0,2,3,1
175011,"Bem se ve que ele é safado, Safadinho ele é.","[""identidade""]",identidade,50.0,2,2,1
175012,Cuidado minha gente que ele é saliente.,"[""comportamentos""]",comportamentos,100.0,2,3,1
1750135,Nossa ela é doce de mais.,"[""identidade""]",identidade,50.0,2,1,1
1750139,Ela é doce de mais.,"[""comportamentos""]",comportamentos,100.0,2,3,1
175016,"Ele é bonito, tão cheiroso e aprumado, Que a gente fica ate desconfiado, Então, tome cuidado, Meu bem, tome cuidado.","[""aparencia""]",aparencia,100.0,2,3,1
175017,"Porque o gato é bonitinho, Mas porem ele é safado  .","[""aparencia""]",aparencia,100.0,2,2,1
1750332,Ela ta feliz agora.,"[""identidade""]",identidade,50.0,2,2,1
1751535,Elas tão loucas!.,"[""comportamentos""]",comportamentos,100.0,2,4,1
1751536,"É só chegar e beijar, elas tão loucas.","[""identidade""]",identidade,50.0,2,2,1
1751540,E as meninas estão loucas na balada.,[],,0.0,2,0,0
1751947,"Ela é maravilhosa, olha que sorriso lindo.","[""identidade""]",identidade,100.0,2,3,1
1752163,Essa mulher é tentação.,"[""identidade""]",identidade,50.0,2,2,1
1752177,Essa mulher é meio louca.,"[""identidade""]",identidade,50.0,2,2,1
1752183,tá sempre sorridente ela tá sempre bela.,"[""aparencia"", ""comportamentos""]",aparencia,100.0,2,4,2
1752251,Nazaré porque ele é fiel.,"[""valores""]",valores,100.0,2,4,1
1752327,Ele é meu equilíbrio.,"[""identidade""]",identidade,50.0,2,5,1
1752332,Com ele sou valente.,"[""identidade""]",identidade,100.0,2,3,1
1752367,Um dia você vai pagar por tudo que fez sendo um homem cruel.,"[""comportamentos""]",comportamentos,100.0,2,4,1
1752726,Ele foi fiel em seus ensinamentos.,"[""comportamentos""]",comportamentos,100.0,2,4,1
1752783,"Ele está o lobo não passa, e no seu rediu não pode chegar.","[""habilidades""]",habilidades,50.0,2,4,1
1752795,Ele é vencedor sem comparação.,"[""identidade""]",identidade,100.0,2,3,1
1752815,Ele é justo e é fiel e jamais esquece os seus.,"[""comportamentos""]",comportamentos,100.0,2,3,1
1752822,Ele é o consolador que enxuga o planto seu.,"[""outros""]",outros,100.0,2,3,1
1752979,"Ele aqui viveu foi um homem destemido, demonstrou fé e coragem..","[""identidade""]",identidade,50.0,2,2,1
1753025,"Chico é forte, vai passar no teste.","[""habilidades""]",habilidades,50.0,2,3,1
1753192,Ele é caminho o resto é vereda.,"[""identidade""]",identidade,100.0,2,4,1
1753372,Ele está pronto para festejar de novo.,"[""comportamentos""]",comportamentos,100.0,2,3,1
1753412,Da mulher mais bonita do mundo!.,"[""aparencia""]",aparencia,100.0,2,2,1
1753415,Ela é a mulher mais divina.,"[""identidade""]",identidade,50.0,2,1,1
1753534,"Ele é amigo, ele é justo é fiel.","[""identidade"", ""valores"", ""comportamentos""]",identidade,100.0,2,7,3
1753946,porque sou um homem casado e arrumei outra mulher.,"[""identidade""]",identidade,100.0,2,4,1
1753957,minha mulher é bonita e é faceira.,[],,0.0,2,0,0
1753985,Pra ele é o fim; mas a tua história.,"[""outros""]",outros,100.0,2,2,1
1753996,Pra ele é o fim mas a tua história.,[],,0.0,2,0,0
1754099,Há uma menina frágil e angelical...,"[""identidade""]",identidade,50.0,2,3,1
1754179,"Mulher maravilha, modelo do mundo.","[""aparencia""]",aparencia,100.0,2,2,1
1754192,"Mulher bonita, festa e cerveja gelada.","[""aparencia""]",aparencia,100.0,2,3,1
1754242,E ela é uma artista coberta de fama.,"[""habilidades""]",habilidades,100.0,2,4,1
1754243,Ela é a deusa divina do mundo.,"[""identidade"", ""aparencia""]",identidade,100.0,2,5,2
1754248,Da mulher mais linda que droga de vida.,"[""identidade"", ""aparencia""]",identidade,100.0,2,6,2
1755054,Sem ela sou bom dia de ressaca em dia de segunda-feira.,"[""outros""]",outros,50.0,2,1,1
1755135,"Garota adolescente, senhorita minha jovem senhora, dona.",[],,0.0,2,0,0
1755650,As vezes eu acho que ela é miragem.,"[""aparencia""]",aparencia,50.0,2,1,1
1755651,Ela é covardia.,"[""identidade""]",identidade,50.0,2,3,1
1755653,Ela é uma viagem.,"[""identidade""]",identidade,50.0,2,1,1
1755655,Ela é uma deusa e eu sou submisso.,"[""identidade""]",identidade,50.0,2,5,1
1756001,Sou menino maluquinho caidinho por você.,[],,0.0,2,0,0
1756243,"Domingo lá vem ela caminhando sempre bela, me consolar..","[""aparencia"", ""comportamentos""]",aparencia,100.0,2,4,2
175635,"A moça triste que vivia calada, sorriu.","[""comportamentos""]",comportamentos,50.0,2,1,1
1756362,Do pecado todo homem pecador.,"[""valores""]",valores,50.0,2,2,1
1756478,Confesso pra você ele é o cara perfeito.,"[""outros""]",outros,50.0,2,1,1
1756596,E no meio da balada ela chega atrapalhada.,"[""comportamentos""]",comportamentos,100.0,2,2,1
1756676,Ele somos bons amigos.,"[""identidade""]",identidade,100.0,2,5,1
1756678,"Eu sou o menino, Ele é o colo pra eu deitar..","[""identidade""]",identidade,50.0,2,4,1
1756679,"Eu sou a ovelha, Ele é o pastor jamais vai me deixar..","[""valores""]",valores,50.0,2,1,1
1756909,Ele é capaz de entrar..,"[""habilidades""]",habilidades,50.0,2,1,1
1757006,Ele está presente.,"[""valores""]",valores,50.0,2,1,1
1757315,"Ele é soberano, se importa com os humanos.","[""identidade""]",identidade,50.0,2,4,1
1757420,Sabe que ele é dono do.,"[""outros""]",outros,50.0,2,2,1
1757439,"Eu sirvo a ele, adoro ele, dependo dele, ele é meu rei.",[],,0.0,2,0,0
1757556,"Porque ele é dono de tudo, dono da vida que eu levo;.","[""valores""]",valores,50.0,2,1,1
1757603,Menino mata gigante.,"[""outros""]",outros,50.0,2,3,1
1757642,Sabe que ele é o dono do poder.,"[""identidade""]",identidade,50.0,2,5,1
1757663,"Dependo dele, Ele é meu rei.","[""identidade""]",identidade,100.0,2,2,1
1757758,Nosso rei é muito forte.,"[""identidade""]",identidade,100.0,2,5,1
17578,"Ela era princesa eu era o plebeu, Quem é mais foda que eu?","[""identidade""]",identidade,50.0,2,2,1
1757908,O quanto ele é grande e fiel.,"[""aparencia""]",aparencia,50.0,2,3,1
1757929,"Deus é cem por cento, adore e glorifique, ele é o rei da glória.","[""valores""]",valores,50.0,2,2,1
1757953,"Elias homem forte, servo do.","[""aparencia""]",aparencia,100.0,2,6,1
1757993,Ele é poderoso eu provo pra vocês.,"[""comportamentos""]",comportamentos,100.0,2,5,1
1758257,E você por ele vai ser coroado.,"[""outros""]",outros,50.0,2,1,1
1758315,Essa mulher não pesta.,"[""aparencia""]",aparencia,50.0,2,4,1
175880,Moça cheia de esperança.,"[""valores""]",valores,50.0,2,1,1
1759033,Vai cartinha querida guiada pela minha dor.,"[""comportamentos""]",comportamentos,50.0,2,1,1
17591,"Em fração de segundos meu castelo caiu, A mais bonita da escola rainha passista, Se transformou numa vaca nazista.","[""aparencia""]",aparencia,100.0,2,4,1
1759506,Esposa boa e direita.,"[""identidade""]",identidade,50.0,2,2,1
1759957,"Ela é jovem, tão bonita.","[""aparencia""]",aparencia,100.0,2,2,1
1760200,Se a mulher é boa eu vou firme com o meu papo.,"[""comportamentos""]",comportamentos,50.0,2,3,1
1760204,Estou sempre aceso onde tem mulher bonita.,"[""aparencia""]",aparencia,50.0,2,1,1
1760214,Isso tá tirando o sono de um homem simples como eu.,"[""identidade""]",identidade,100.0,2,2,1
17603,"Só se liga nessa, Que mina cabulosa olha só que conversa.","[""identidade""]",identidade,100.0,2,3,1
1760853,Ai nois vai dormir tranqüilo pra no outro dia nois.,"[""outros""]",outros,50.0,2,1,1
1760954,Mas ela é dona do pedaço.,"[""identidade"", ""papel_social""]",identidade,100.0,2,5,2
1761591,Ela é cheia de axé.,"[""identidade""]",identidade,100.0,2,4,1
1761622,"Ela é alegria,.","[""identidade""]",identidade,50.0,2,1,1
1761626,Alo mulher brasileira.,"[""identidade""]",identidade,100.0,2,5,1
1761822,"Na mão de moça bonita, mais uma jóia ele tem.","[""identidade""]",identidade,50.0,2,2,1
1761894,Porque ele é o mentor do que há.,"[""habilidades""]",habilidades,50.0,2,1,1
1762094,Ele agora é guerreiro do universo e tem fogo em suas.,"[""identidade""]",identidade,100.0,2,4,1
1762102,E Deus sempre esta por perto porque ele é fiel.,"[""identidade"", ""valores""]",identidade,100.0,2,4,2
1762154,"Jesus que te ama, se você olhar de lado vai notar, sua presença sem falência, ele é o amigo mais preciso, se você olhar pra frente vai caminhar mais contente pois na frente te espera um paraíso..","[""valores""]",valores,100.0,2,3,1
1762499,Ele está pronto pra lutar contigo.,"[""outros""]",outros,50.0,2,2,1
1762796,Ele está pronto pra sempre ficar do seu lado.,"[""comportamentos""]",comportamentos,50.0,2,1,1
1762921,Nosso rei é vencedor.,"[""comportamentos""]",comportamentos,100.0,2,3,1
1763692,E a minha namorada é sua amiga.,"[""identidade""]",identidade,100.0,2,4,1
1763953,Se ela é doida eu sou mais.,"[""identidade"", ""comportamentos""]",identidade,100.0,2,5,2
1764099,"Vovó disse, quando eu nascer esse menino vai ser rei.","[""papel_social""]",papel_social,50.0,2,1,1
1764173,"Arranjei uma gata, ela é bonita, é um avião.","[""aparencia""]",aparencia,100.0,2,3,1
1764190,Corro de mulher briguenta.,"[""outros""]",outros,50.0,2,3,1
1764226,Eu faço ela ficar louca só na base do retoço.,"[""comportamentos""]",comportamentos,100.0,2,3,1
1764388,Pra você homem chorando deve ser muito engraçado.,"[""comportamentos""]",comportamentos,50.0,2,1,1
1764419,"Ela é malcriada, só fica provocando.","[""identidade""]",identidade,50.0,2,3,1
176443,Mulheres perfeitas.,"[""identidade""]",identidade,100.0,2,2,1
17646,"Ele é safado, Fugiu do.","[""identidade""]",identidade,100.0,2,2,1
1764687,ENQUANTO ELES BEBEM.,"[""outros""]",outros,50.0,2,2,1
1764694,ELES BEBEM PRA CARAI.,"[""comportamentos""]",comportamentos,50.0,2,1,1
1765545,O Homem preto e pobre é uma espécie em extinção.,"[""identidade"", ""aparencia""]",identidade,100.0,2,4,2
176646,"Pensa que ele é feliz, coitado.","[""identidade""]",identidade,50.0,2,1,1
1766658,Descobriu que eu sou o homem certo pra viver.,"[""identidade""]",identidade,100.0,2,3,1
1767218,"Eu sou o homem mais feliz, eu sou feliz.",[],,0.0,2,0,0
17690,"Ela está suada, pronta pra se derreter!",[],,0.0,2,0,0
17691,"Ela é puro êxtase, êxtase.","[""identidade""]",identidade,50.0,2,2,1
1769266,Ela é comprometida ela já tem namorado.,"[""identidade""]",identidade,100.0,2,4,1
1769344,"Se ela é ciumenta, muito chato isso é normal.","[""comportamentos""]",comportamentos,100.0,2,3,1
1769345,"Se ela foi escolhida, é porque é especial e não.","[""outros""]",outros,50.0,2,2,1
1769763,Gonzaga era preto e era o rei do baião.,"[""identidade""]",identidade,100.0,2,3,1
1769796,Negra mulher preta.,"[""identidade""]",identidade,100.0,2,3,1
17701,"Vontade de dançar até o amanhecer, Ela está suada, pronta pra se derreter!.",[],,0.0,2,0,0
1770652,A mulher escolheria o homem certo.,"[""valores""]",valores,100.0,2,4,1
17709,"Ninguém explica, ela é bonita.","[""aparencia""]",aparencia,50.0,2,1,1
1771210,Pequena princesa és a primavera.,"[""identidade""]",identidade,50.0,2,1,1
1771223,pequena princesa és a primavera.,"[""aparencia""]",aparencia,100.0,2,3,1
177229,Em mulher passarinho.,[],,0.0,2,0,0
1773201,Com seu marido nobre ela não se deu bem.,"[""valores""]",valores,50.0,2,5,1
1773680,Ela é filha de.,"[""papel_social""]",papel_social,50.0,2,2,1
1773874,A moça linda vive a pensar.,"[""aparencia""]",aparencia,100.0,2,3,1
1774197,Sou filho de mãe preta.,"[""identidade""]",identidade,100.0,2,3,1
1774484,Eu sou um menino bem bamba.,"[""identidade""]",identidade,100.0,2,3,1
1774485,Eu sou um garoto bem bamba.,"[""identidade""]",identidade,50.0,2,1,1
1774656,Trocou seu amor ardente por um moço requintado.,"[""valores""]",valores,50.0,2,2,1
1774760,"Mulher preguiçosa, mulher tão dengosa, mulher.","[""comportamentos""]",comportamentos,50.0,2,1,1
1774762,"Mulher tão bacana e cheia de grana, mulher.","[""identidade""]",identidade,50.0,2,1,1
1774766,"Olha que moça bonita,.","[""aparencia""]",aparencia,100.0,2,3,1
1774767,"Olhando pra moça mimosa e faceira,.","[""comportamentos""]",comportamentos,100.0,2,5,1
1774775,"Olha a moça inteligente,.","[""comportamentos""]",comportamentos,100.0,2,3,1
1775003,||: O homem não é um animal.,"[""identidade""]",identidade,100.0,2,2,1
1775140,Ele é o líder da comunidade.,"[""identidade""]",identidade,100.0,2,3,1
1775718,Deixa ele ser moleque dessa mulher.,"[""identidade""]",identidade,50.0,2,2,1
1775937,Mulher brasileira que vai ao mercado e pechincha na feira.,"[""identidade""]",identidade,50.0,2,3,1
1775939,Mulher brasileira.......mulher brasileira.,"[""identidade""]",identidade,50.0,2,2,1
1775947,Mulher brasileira.......cidadã brasileira.,"[""identidade""]",identidade,50.0,2,2,1
1775950,"Ela é delegada, ela é deputada, prefeita e juíza.","[""papel_social""]",papel_social,100.0,2,4,1
1776828,Pensando em você menina dona do meu coração.,"[""comportamentos""]",comportamentos,50.0,2,2,1
1777059,Existem homens maus.,"[""identidade""]",identidade,50.0,2,2,1
1777076,Que vira homem bom.,"[""papel_social""]",papel_social,50.0,2,1,1
1777258,que ele é sinistro não deixa passar.,"[""comportamentos""]",comportamentos,50.0,2,2,1
1777388,Bündchen é preta.,"[""identidade""]",identidade,50.0,2,2,1
1777551,"Ela é breve, ela linda é comovente.","[""identidade"", ""aparencia""]",identidade,100.0,2,4,2
17779,Deus que ele é justo.,"[""valores""]",valores,100.0,2,5,1
1778121,Do coração de um homem bom.,"[""identidade""]",identidade,50.0,2,1,1
1778350,Menino é bom ficar de olho aí.,"[""outros""]",outros,50.0,2,2,1
17793,Porque a confiança é uma mulher ingrata.,"[""comportamentos""]",comportamentos,50.0,2,1,1
1780805,Minha deusa é uma mulher.,"[""identidade""]",identidade,100.0,2,5,1
1780912,MENINA MOÇA É QUEM MANDA NA ALDEIA.,"[""papel_social""]",papel_social,100.0,2,3,1
1781108,Eu que fui menino pobre.,"[""identidade""]",identidade,100.0,2,3,1
1781511,Mulher boa é aqui.,"[""identidade""]",identidade,50.0,2,2,1
1781514,Mulher boa dá em qualquer lugar....,"[""valores""]",valores,100.0,2,5,1
1781523,E mulher feia?.,"[""aparencia""]",aparencia,50.0,2,2,1
1781524,Não existe mulher feia gente boa.,"[""aparencia""]",aparencia,50.0,2,3,1
1781531,"Mulher brasileira, cidadã brasileira.","[""identidade""]",identidade,100.0,2,3,1
1781532,E mulher burra?.,"[""identidade""]",identidade,100.0,2,3,1
1781534,Não me fale em mulher burra.,"[""identidade""]",identidade,100.0,2,4,1
1781552,Que vamos descolar umas mulheres inteligentes....,"[""habilidades""]",habilidades,50.0,2,1,1
1781713,Segure a menina rapaz.,"[""comportamentos""]",comportamentos,50.0,2,2,1
1781893,Essa mina era jóia.,"[""identidade""]",identidade,100.0,2,2,1
1781894,Essa mina era bela.,"[""aparencia""]",aparencia,100.0,2,2,1
1781899,Ela era gordinha.,"[""aparencia""]",aparencia,100.0,2,2,1
1782143,Ela ficou tão feliz.,"[""identidade""]",identidade,50.0,2,3,1
1783779,Nóis tem que quebrar eles diferente.,"[""comportamentos""]",comportamentos,50.0,2,1,1
1784372,Torno um homem mais forte com destreza coragem o os.,[],,0.0,2,0,0
1784577,Garoto suburbano tipo como: Rio de.,"[""outros""]",outros,100.0,2,3,1
1785168,"Ele é rei, coroado pela gente...","[""identidade""]",identidade,50.0,2,3,1
1786101,Ela estava errada e eu também.,"[""identidade""]",identidade,50.0,2,2,1
1786117,E sofre também.,"[""outros""]",outros,100.0,2,2,1
178623,"Porque ela já tem um namorado legal, Descolado, tranquilo e astral, Que é até meu amigo...","[""identidade""]",identidade,50.0,2,2,1
1786686,Ela é uma luz que chega de repente.,"[""identidade""]",identidade,50.0,2,2,1
1786734,Ela é a terra virgem.,"[""identidade""]",identidade,100.0,2,3,1
1786787,Que nem mulher traiçoeira.,"[""papel_social""]",papel_social,50.0,2,3,1
17868,"Ela tem força, ela tem sensibilidade, ela é guerreira.","[""identidade""]",identidade,50.0,2,3,1
17869,"Ela é uma deusa, ela é mulher de verdade.","[""aparencia""]",aparencia,50.0,2,3,1
1787089,Garota prodígio.,"[""identidade""]",identidade,100.0,2,2,1
1787091,Menina legal.,"[""identidade""]",identidade,100.0,2,2,1
1788348,que o homem que matou o homem mau era mau também..,"[""identidade""]",identidade,100.0,2,3,1
1788437,"Ele é um sujeito distraído demais,.",[],,0.0,2,0,0
1789541,Um sagaz homem fumaça.,"[""identidade""]",identidade,50.0,2,2,1
1790025,Mané é mané.,"[""identidade""]",identidade,100.0,2,3,1
1790591,"Molambo,bendita, princesa bonita, formosa que me conquistou.","[""aparencia""]",aparencia,100.0,2,4,1
1791864,"Poderosa, empoderada, Ela é livre.","[""identidade""]",identidade,100.0,2,3,1
1791871,Ela forte igual.,"[""identidade"", ""habilidades""]",identidade,100.0,2,6,2
1791878,"Que ela zika memo, muita chuva pra sua garoa.","[""identidade""]",identidade,50.0,2,1,1
1792177,Eu não sou senhor feudal mas te prometo um reinado.,"[""identidade""]",identidade,50.0,2,4,1
1792921,"Lisboa menina moça, menina.",[],,0.0,2,0,0
179329,Denise é soberana.,"[""identidade""]",identidade,50.0,2,1,1
1793310,"Zukuta, menino zukuta.",[],,0.0,2,0,0
179335,Denise é primavera.,"[""identidade""]",identidade,50.0,2,1,1
