frase_id,annotation_list,total_annotations,annotators,identidade,aparencia,papel_social,habilidades,valores,comportamentos,outros,majority_vote,agreement_rate,identidade_share,aparencia_share,papel_social_share,habilidades_share,valores_share,comportamentos_share,outros_share,multi_vote,n_labels_multi,frase
1993815,"[['aparencia'], ['aparencia']]",2,2,0,2,0,0,0,0,0,aparencia,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,"Não quer saber de malhação, ela tá linda."
1993817,"[['aparencia'], ['identidade', 'aparencia']]",3,2,1,2,0,0,0,0,0,aparencia,100.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,"Ela é gordinha mas é minha, eu não troco por nada."
1993819,"[['aparencia'], []]",1,2,0,1,0,0,0,0,0,aparencia,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,"Ela é gordinha mas é minha, tem gente querendo."
1993869,"[['identidade'], ['identidade']]",2,2,2,0,0,0,0,0,0,identidade,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,['identidade'],1,Ela é dona do meu coração.
1994824,"[['aparencia'], ['aparencia']]",2,2,0,2,0,0,0,0,0,aparencia,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,A mulher mais linda que pisou no solo do meu coração.
1995155,"[['aparencia'], ['aparencia']]",2,2,0,2,0,0,0,0,0,aparencia,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,não deixo mulher bonita.
1995498,"[['aparencia'], ['identidade', 'aparencia']]",3,2,1,2,0,0,0,0,0,aparencia,100.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,Mulher bonita é o que não falta no rodeio.
1996639,"[['aparencia'], ['identidade', 'aparencia']]",3,2,1,2,0,0,0,0,0,aparencia,100.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,Olha que mulher charmosa.
1997300,"[['identidade', 'papel_social'], ['identidade']]",3,2,2,0,1,0,0,0,0,identidade,100.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,['identidade'],1,"Ela foi atriz, eu fui infeliz."
1997311,"[[], []]",0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,Mulher bonita não se joga fora.
1997317,"[[], ['outros']]",1,2,0,0,0,0,0,0,1,outros,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,['outros'],1,"Ela é doida, eu sou mais."
199740,"[[], ['identidade']]",1,2,1,0,0,0,0,0,0,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,['identidade'],1,Eu me entrego com meus versos de moça poeta.
1997717,"[['identidade'], []]",1,2,1,0,0,0,0,0,0,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,['identidade'],1,Ela é mulher perfeita.
1997952,"[['outros'], ['valores', 'comportamentos']]",3,2,0,0,0,0,1,1,1,outros,50.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,['outros'],1,Não sei por que ela adora a vida rude de um homem xucro.
1997957,"[['aparencia', 'comportamentos'], ['identidade', 'comportamentos']]",4,2,1,1,0,0,0,2,0,comportamentos,100.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,['comportamentos'],1,Parece ser incrível uma moça delicada.
1997963,"[['identidade', 'comportamentos'], []]",2,2,1,0,0,0,0,1,0,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,['identidade'],1,Vivo sozinho sempre fui um homem livre.
1997971,"[[], ['aparencia']]",1,2,0,1,0,0,0,0,0,aparencia,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,Festa de moça bonita.
1998343,"[[], ['valores']]",1,2,0,0,0,0,1,0,0,valores,50.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,['valores'],1,"Deus, Ele está sempre comigo."
2000230,"[['aparencia'], ['identidade']]",2,2,1,1,0,0,0,0,0,aparencia,50.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,"Chiquinha, menina nova,."
2000463,"[['aparencia', 'comportamentos'], []]",2,2,0,1,0,0,0,1,0,aparencia,50.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,['aparencia'],1,Ela sempre sorridente a seus pretendentes não diz sim.
200129,"[['identidade', 'comportamentos'], ['identidade', 'aparencia']]",4,2,2,1,0,0,0,1,0,identidade,100.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,['identidade'],1,"Ó mãe amada, tu és assim, perfume de rosas um doce pra mim."
2002061,"[[], ['identidade', 'aparencia']]",2,2,1,1,0,0,0,0,0,identidade,50.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,['identidade'],1,Você é a moça mais bela.
2003293,"[[], ['habilidades', 'comportamentos']]",2,2,0,0,0,1,0,1,0,habilidades,50.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,['habilidades'],1,Requebra que requebra menina faceira.
2003456,"[['aparencia'], []]",1,2,0,1,0,0,0,0,0,aparencia,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,Mulher bonita é o que não falta no bailão.
2003469,"[['aparencia', 'comportamentos'], ['aparencia']]",3,2,0,2,0,0,0,1,0,aparencia,100.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,['aparencia'],1,"Não existe mulher feia, é vocês que bebem pouco."
2005068,"[['identidade', 'habilidades', 'comportamentos'], []]",3,2,1,0,0,1,0,1,0,identidade,50.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,['identidade'],1,"Nas águas sou protegido, rainha mãe."
2005299,"[[], ['aparencia']]",1,2,0,1,0,0,0,0,0,aparencia,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,Quem tem mulher bonita sofre igual burro de carga.
2005307,"[['aparencia', 'comportamentos'], []]",2,2,0,1,0,0,0,1,0,aparencia,50.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,['aparencia'],1,"Mulher bonita é sempre mais cobiçada, dependendo da cantada ela cai em tentação."
2005319,"[['aparencia', 'comportamentos'], ['aparencia']]",3,2,0,2,0,0,0,1,0,aparencia,100.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,['aparencia'],1,"Mulher bonita é bom mas é perigoso, se o peão for nervoso acaba ficando lelé."
2005359,"[['identidade', 'aparencia', 'comportamentos'], ['identidade', 'aparencia', 'comportamentos']]",6,2,2,2,0,0,0,2,0,identidade,100.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"['identidade', 'aparencia', 'comportamentos']",3,"Um homem ereto, preso a uma asa de pano."
2005606,"[[], ['outros']]",1,2,0,0,0,0,0,0,1,outros,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,['outros'],1,Viola é meu instrumento e a moça é minha viola.
2005908,"[['aparencia', 'papel_social', 'valores', 'comportamentos'], ['aparencia']]",5,2,0,2,1,0,1,1,0,aparencia,100.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,['aparencia'],1,Nóis só quer mulher bonita mas as feias nos persegue.
2006479,"[['identidade', 'aparencia'], ['aparencia']]",3,2,1,2,0,0,0,0,0,aparencia,100.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,A mina chique numa calça santropê.
2006565,"[[], ['valores', 'comportamentos']]",2,2,0,0,0,0,1,1,0,valores,50.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,['valores'],1,Bota o sertanejo sem vergonha que ela acha bom.
2006878,"[[], ['aparencia']]",1,2,0,1,0,0,0,0,0,aparencia,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,Beijo de mulher bonita.
2007175,"[['aparencia', 'comportamentos'], ['identidade', 'aparencia']]",4,2,1,2,0,0,0,1,0,aparencia,100.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,['aparencia'],1,"Ele é grande é cabeçudo, ele é bravo, é nervoso.."
2007315,"[['aparencia'], []]",1,2,0,1,0,0,0,0,0,aparencia,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,Quanto mais mulher bonita a gente bebe e acha “bão”..
2007316,"[[], []]",0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,"Mulher bonita, judia com o coração,."
2007565,"[['identidade', 'habilidades', 'valores', 'comportamentos'], []]",4,2,1,0,0,1,1,1,0,identidade,50.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,['identidade'],1,Ela é toda malícia.
2009230,"[['identidade'], ['identidade']]",2,2,2,0,0,0,0,0,0,identidade,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,['identidade'],1,Ele é livre como o vento.
2009231,"[['identidade'], []]",1,2,1,0,0,0,0,0,0,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,['identidade'],1,Ele é grande como o mar.
2009745,"[['aparencia'], []]",1,2,0,1,0,0,0,0,0,aparencia,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,"e vamos nessa peleia,potro homem,homem potro.."
2010932,"[['identidade'], []]",1,2,1,0,0,0,0,0,0,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,['identidade'],1,Ela é bem diferente.
2011132,"[['comportamentos'], ['identidade', 'habilidades']]",3,2,1,0,0,1,0,1,0,comportamentos,50.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,['comportamentos'],1,Ela fica mais certeira.
2011530,"[['identidade', 'papel_social'], []]",2,2,1,0,1,0,0,0,0,identidade,50.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,['identidade'],1,Mulher livre não comprometida.
2011937,"[['habilidades', 'valores'], ['identidade', 'outros']]",4,2,1,0,0,1,1,0,1,habilidades,50.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,['habilidades'],1,Deus eu não sei como ela foi capaz.
2013005,"[[], ['identidade', 'papel_social', 'valores']]",3,2,1,0,1,0,1,0,0,identidade,50.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,['identidade'],1,sou o homem mais triste desta cidade.
2013400,"[['outros'], ['valores']]",2,2,0,0,0,0,1,0,1,outros,50.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,['outros'],1,Maria é bom viver.
20137,"[[], ['identidade', 'aparencia', 'papel_social']]",3,2,1,1,1,0,0,0,0,identidade,50.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,['identidade'],1,Ela é política aplicada e conversas banais.
2013749,"[['identidade', 'papel_social', 'comportamentos'], ['comportamentos']]",4,2,1,0,1,0,0,2,0,comportamentos,100.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,['comportamentos'],1,Ela é a preferida.
2013750,"[['aparencia'], ['identidade']]",2,2,1,1,0,0,0,0,0,aparencia,50.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,Ela é a flor da noite.
2013772,"[['aparencia'], []]",1,2,0,1,0,0,0,0,0,aparencia,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,Ela é uma flor da noite.
20138,"[['comportamentos'], ['identidade']]",2,2,1,0,0,0,0,1,0,comportamentos,50.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,['comportamentos'],1,Se ela tiver muito afim seja perspicaz.
2013875,"[[], []]",0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,PELA MULHER NA MESMA CAMA.
2014838,"[['aparencia'], ['aparencia']]",2,2,0,2,0,0,0,0,0,aparencia,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,a mulher mais linda que adoro tanto.
2014980,"[['identidade', 'comportamentos'], []]",2,2,1,0,0,0,0,1,0,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,['identidade'],1,Dizendo que ela estava nervosa.
2014984,"[[], ['identidade']]",1,2,1,0,0,0,0,0,0,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,['identidade'],1,Diz que sou o homem melhor deste mundo.
2015211,"[['comportamentos'], ['identidade']]",2,2,1,0,0,0,0,1,0,comportamentos,50.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,['comportamentos'],1,Salvo na terra moça boiadeira.
2015927,"[[], ['identidade']]",1,2,1,0,0,0,0,0,0,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,['identidade'],1,Aquele homem selvagem.
2016689,"[['identidade'], ['identidade', 'comportamentos']]",3,2,2,0,0,0,0,1,0,identidade,100.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,['identidade'],1,Ela prefere ser careta.
2017042,"[['valores'], ['comportamentos']]",2,2,0,0,0,0,1,1,0,valores,50.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,['valores'],1,Odeia homem frouxo.
2018544,"[['aparencia'], ['identidade', 'aparencia']]",3,2,1,2,0,0,0,0,0,aparencia,100.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,E a garota mais bonita que encontrei.
2019233,"[['outros'], ['identidade', 'habilidades', 'valores', 'comportamentos']]",5,2,1,0,0,1,1,1,1,outros,50.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,['outros'],1,Bendita és porque hoje eu sou um homem mais feliz.
2019242,"[['valores', 'comportamentos'], ['identidade']]",3,2,1,0,0,0,1,1,0,valores,50.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,['valores'],1,"Bendita és, porque hoje eu sou um homem mais feliz."
2020277,"[['valores', 'comportamentos'], ['identidade']]",3,2,1,0,0,0,1,1,0,valores,50.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,['valores'],1,Aquela menina era felicidade que eu tanto esperei.
2022055,"[['identidade', 'papel_social'], ['identidade', 'papel_social', 'habilidades', 'valores']]",6,2,2,0,2,1,1,0,0,identidade,100.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,"['identidade', 'papel_social']",2,Sua esposa é uma roseira e cada filho é um botão..
2022329,"[['outros'], ['comportamentos']]",2,2,0,0,0,0,0,1,1,outros,50.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,['outros'],1,"Corro de mulher casada pra minha vida não complicar,."
2022390,"[['identidade', 'papel_social', 'comportamentos'], ['identidade']]",4,2,2,0,1,0,0,1,0,identidade,100.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,['identidade'],1,"E mulher namoradeira, quando quer trocar de macho.."
2022408,"[['outros'], ['identidade', 'comportamentos']]",3,2,1,0,0,0,0,1,1,outros,50.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,['outros'],1,"E mulher namoradeira, quando quer trocar de macho.(2X)."
2022826,"[[], ['outros']]",1,2,0,0,0,0,0,0,1,outros,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,['outros'],1,O coração da mulher é uma caixa de segredos.
2023184,"[['identidade', 'comportamentos'], ['papel_social', 'comportamentos']]",4,2,1,0,1,0,0,2,0,comportamentos,100.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,['comportamentos'],1,(se largarmos da mulher interesseira é porque encontramos.
2023185,"[['identidade', 'valores', 'comportamentos'], []]",3,2,1,0,0,0,1,1,0,identidade,50.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,['identidade'],1,"a mulher verdadeira, mas lembrem-se meus amigos que mulhe."
2024289,"[['valores'], []]",1,2,0,0,0,0,1,0,0,valores,50.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,['valores'],1,A mulher verdadeira.
2024657,"[['identidade', 'comportamentos'], ['identidade']]",3,2,2,0,0,0,0,1,0,identidade,100.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,['identidade'],1,Que ela é top.
2025068,"[['identidade', 'valores'], ['identidade', 'papel_social', 'habilidades', 'valores']]",6,2,2,0,1,1,2,0,0,identidade,100.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,"['identidade', 'valores']",2,mãe querida.
2025637,"[['aparencia'], ['identidade', 'aparencia']]",3,2,1,2,0,0,0,0,0,aparencia,100.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,"Mulher bonita, hoje aqui tá cheio."
2025939,"[['identidade'], ['habilidades']]",2,2,1,0,0,1,0,0,0,identidade,50.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,['identidade'],1,Fazer o que se ela é moderna?.
2026003,"[['identidade', 'habilidades', 'valores', 'comportamentos'], []]",4,2,1,0,0,1,1,1,0,identidade,50.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,['identidade'],1,Eu sou mesmo um homem santo.
2026021,"[['aparencia'], ['aparencia']]",2,2,0,2,0,0,0,0,0,aparencia,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,"Ela é top, é filé."
2026182,"[[], []]",0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,Ela é cheia de jeitinho pra falar comigo.
2027072,"[[], []]",0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,"Eu arrumei um enguiço, com uma mulher ciumenta,."
2027083,"[['aparencia', 'comportamentos'], ['comportamentos']]",3,2,0,1,0,0,0,2,0,comportamentos,100.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,['comportamentos'],1,"Se ela continuar nervosa não sei se vou agüentar,."
2027127,"[['identidade', 'aparencia'], ['comportamentos']]",3,2,1,1,0,0,0,1,0,identidade,50.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,['identidade'],1,"Só ataca mulher boa, e quando enjoa , sai comentando."
2027270,"[[], ['identidade', 'valores']]",2,2,1,0,0,0,1,0,0,identidade,50.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,['identidade'],1,Essa mulher é bandida.
2027391,"[['identidade', 'comportamentos'], ['comportamentos']]",3,2,1,0,0,0,0,2,0,comportamentos,100.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,['comportamentos'],1,"Marido quis me matar, mas ela foi camarada.."
2027399,"[['comportamentos'], ['comportamentos']]",2,2,0,0,0,0,0,2,0,comportamentos,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,['comportamentos'],1,De um certo tempo pra ela ta desconfiada.
2027429,"[[], ['identidade', 'papel_social']]",2,2,1,0,1,0,0,0,0,identidade,50.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,['identidade'],1,Você é um rapaz tão pobre.
2027587,"[['comportamentos'], []]",1,2,0,0,0,0,0,1,0,comportamentos,50.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,['comportamentos'],1,Imagino eu e ela sozinhos....
2027706,"[['identidade', 'aparencia', 'habilidades', 'valores'], ['aparencia']]",5,2,1,2,0,1,1,0,0,aparencia,100.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,['aparencia'],1,Por essa mulher bonita.
2028222,"[['identidade', 'papel_social'], ['identidade', 'comportamentos']]",4,2,2,0,1,0,0,1,0,identidade,100.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,['identidade'],1,Homem que tem mulher brava.
2028935,"[[], []]",0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,"Sua menina linda, olha, eu tô do seu lado."
2028977,"[['outros'], []]",1,2,0,0,0,0,0,0,1,outros,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,['outros'],1,Ela mora sozinha.
2029440,"[['comportamentos'], []]",1,2,0,0,0,0,0,1,0,comportamentos,50.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,['comportamentos'],1,Mas quando a mulher chega pertinho.
2030273,"[[], ['habilidades', 'comportamentos']]",2,2,0,0,0,1,0,1,0,habilidades,50.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,['habilidades'],1,Das coisas que essa mulher é capaz.
2030287,"[[], ['aparencia', 'comportamentos']]",2,2,0,1,0,0,0,1,0,aparencia,50.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,['aparencia'],1,Essa mulher é uma arma fatal.
2030290,"[['comportamentos'], []]",1,2,0,0,0,0,0,1,0,comportamentos,50.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,['comportamentos'],1,Ela tá prontinha pra te conquistar.
2030779,"[['comportamentos'], ['identidade']]",2,2,1,0,0,0,0,1,0,comportamentos,50.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,['comportamentos'],1,Ela tá quente e eu já tô fervendo..
2030803,"[[], []]",0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,Se me vê com mulher feia pode crer que eu to doente.
2031671,"[['identidade', 'aparencia', 'habilidades'], []]",3,2,1,1,0,1,0,0,0,identidade,50.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,['identidade'],1,"Ela é maluca, é linda e sabe que é gostosa."
2031680,"[[], ['identidade']]",1,2,1,0,0,0,0,0,0,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,['identidade'],1,Ela é tipo de mulher independente.
2031687,"[['identidade', 'valores'], ['comportamentos']]",3,2,1,0,0,0,1,1,0,identidade,50.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,['identidade'],1,Se ela sozinha já é um perigo.
2031690,"[[], ['identidade', 'comportamentos']]",2,2,1,0,0,0,0,1,0,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,['identidade'],1,Se ela solteira já é um perigo.
2031839,"[['comportamentos'], ['identidade', 'habilidades']]",3,2,1,0,0,1,0,1,0,comportamentos,50.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,['comportamentos'],1,"Todo homem tá cansado, já chifrou já foi chifrado."
2031846,"[[], ['papel_social', 'comportamentos']]",2,2,0,0,1,0,0,1,0,papel_social,50.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,['papel_social'],1,vai atrás de menina loucamente apaixonada.
2031912,"[['identidade', 'comportamentos'], ['habilidades']]",3,2,1,0,0,1,0,1,0,identidade,50.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,['identidade'],1,"Ela é princesa, é poderosa."
2031915,"[[], ['identidade']]",1,2,1,0,0,0,0,0,0,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,['identidade'],1,Ela é estrela.
2031916,"[['identidade', 'habilidades', 'valores'], ['identidade']]",4,2,2,0,0,1,1,0,0,identidade,100.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,['identidade'],1,Ela é divina.
2032030,"[['identidade', 'aparencia', 'habilidades'], []]",3,2,1,1,0,1,0,0,0,identidade,50.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,['identidade'],1,Ela sabe ser sexy sem ser vulgar.
2032037,"[['identidade'], ['outros']]",2,2,1,0,0,0,0,0,1,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,['identidade'],1,E na balada ela é a sensação.
2033521,"[[], ['aparencia']]",1,2,0,1,0,0,0,0,0,aparencia,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,A mulher linda por quem sou apaixonado.
2033537,"[['aparencia'], ['aparencia']]",2,2,0,2,0,0,0,0,0,aparencia,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,"Uma moça muito linda, bem na flor da mocidade."
2034127,"[['comportamentos'], ['identidade']]",2,2,1,0,0,0,0,1,0,comportamentos,50.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,['comportamentos'],1,Seu jeito maluquinha ela disfarça é tão particular.
2034475,"[['comportamentos'], []]",1,2,0,0,0,0,0,1,0,comportamentos,50.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,['comportamentos'],1,O meu irmão zé tá louco por uma menina.
2034478,"[['identidade', 'aparencia'], ['identidade', 'habilidades', 'comportamentos']]",5,2,2,1,0,1,0,1,0,identidade,100.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,['identidade'],1,De fato ela é uma graça.
2035278,"[['valores', 'comportamentos'], ['identidade', 'aparencia']]",4,2,1,1,0,0,1,1,0,valores,50.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,['valores'],1,Que ao lado de outro homem tá feliz demais.
203546,"[['identidade'], []]",1,2,1,0,0,0,0,0,0,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,['identidade'],1,Ele é meu encanto.
2036185,"[['identidade'], ['identidade', 'comportamentos']]",3,2,2,0,0,0,0,1,0,identidade,100.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,['identidade'],1,E ele que era um homem sozinho.
2036219,"[['identidade', 'habilidades', 'valores', 'comportamentos'], []]",4,2,1,0,0,1,1,1,0,identidade,50.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,['identidade'],1,O rapaz namorador.
2036726,"[['papel_social', 'comportamentos'], ['valores']]",3,2,0,0,1,0,1,1,0,papel_social,50.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,['papel_social'],1,"Já me avisaram, que ela não é mulher de casar."
2037016,"[['comportamentos'], ['outros']]",2,2,0,0,0,0,0,1,1,comportamentos,50.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,['comportamentos'],1,Se toca uns modão é tapa na mesa.
2037712,"[['papel_social'], ['identidade', 'comportamentos']]",3,2,1,0,1,0,0,1,0,papel_social,50.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,['papel_social'],1,olhe pro alto minha menina nova vida vai chegar.
203863,"[['habilidades'], ['identidade', 'habilidades', 'valores', 'comportamentos']]",5,2,1,0,0,2,1,1,0,habilidades,100.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,['habilidades'],1,Que me faz uma mulher feliz.
2038801,"[['identidade'], ['aparencia']]",2,2,1,1,0,0,0,0,0,identidade,50.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,['identidade'],1,Somente ela é minha flor.
2038836,"[['aparencia'], []]",1,2,0,1,0,0,0,0,0,aparencia,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,['aparencia'],1,Junto a mim ela estava tão linda.
2039161,"[['identidade', 'habilidades', 'comportamentos'], ['identidade', 'aparencia', 'comportamentos']]",6,2,2,1,0,1,0,2,0,identidade,100.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,"['identidade', 'comportamentos']",2,"Ela é um encanto, ela é uma flor."
2039290,"[['identidade', 'outros'], []]",2,2,1,0,0,0,0,0,1,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,['identidade'],1,Se eu fosse um homem fraco.
2039583,"[['identidade'], ['identidade', 'valores']]",3,2,2,0,0,0,1,0,0,identidade,100.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,['identidade'],1,Ela é a luz que domina meu ser.
2039699,"[['comportamentos'], ['comportamentos']]",2,2,0,0,0,0,0,2,0,comportamentos,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,['comportamentos'],1,Mãe pensando nisso vivo a lamentar-me.
2039972,"[['identidade', 'aparencia', 'comportamentos'], []]",3,2,1,1,0,0,0,1,0,identidade,50.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,['identidade'],1,Ele tava acostumado com mulher cheio de frescura.
2039997,"[['identidade'], []]",1,2,1,0,0,0,0,0,0,identidade,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,['identidade'],1,Mas ela é poderosa po po po poderosa.
2039998,"[[], ['outros']]",1,2,0,0,0,0,0,0,1,outros,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,['outros'],1,Ela é perigosa pi pi pi pirigosa.
