frase_id,sim,nao,nao_sei,not_annotated,total_annotations,valid_annotations,frase,tem_padrao,real_class,majority_annotation,agreement_rate
1540645,4,0,0,0,4,4,Aquele mundo de gostosa eu só tinha mulher boa.,Female,sim,sim,100.0
1541576,3,0,0,1,4,3,As menina fica louca.,Female,sim,sim,100.0
1541743,3,1,0,0,4,4,Oh os menino aqui é bruxo e bota a chapa pra esquentar.,Male,sim,sim,75.0
1541752,2,1,0,1,4,3,Oi os menino aqui é zika e o jogo é objetivo.,Male,sim,sim,66.66666666666667
1541951,2,1,0,0,3,3,Bruninho tá ligado e sempre me acompanhou sua.,Male,sim,sim,66.66666666666667
1542063,2,0,0,1,3,2,OOh menina louca.,Female,sim,sim,100.0
1542072,3,0,0,1,4,3,Menina louca.,Female,sim,sim,100.0
1542220,4,0,0,0,4,4,Eric está bolado está vindo de.,Male,sim,sim,100.0
1542249,2,1,0,0,3,3,Daniel tá resgatado e os detento deu nu pé.,Male,sim,sim,66.66666666666667
1542674,1,0,0,3,4,1,Ela fica loucona e senta.,Female,sim,sim,100.0
1542870,1,0,0,2,3,1,Essa mina é diferente eu não posso perder não.,Female,sim,sim,100.0
1542923,1,0,0,3,4,1,Tudo lembra você minha garota linda.,Female,sim,sim,100.0
1543251,2,1,0,1,4,3,Ela fica louca beijando na boca.,Female,sim,sim,66.66666666666667
1543466,2,1,0,1,4,3,Sou garota melancia.,Female,sim,sim,66.66666666666667
1543510,2,0,0,2,4,2,Muito menos de homem duro.,Male,sim,sim,100.0
1543517,3,0,0,0,3,3,Homem bobo eu esculacho.,Male,sim,sim,100.0
1543529,4,0,0,0,4,4,"Mulher boa, todo homem gosta,.",Female,sim,sim,100.0
1543530,1,0,0,3,4,1,"Mulher boa, todo homem baba,.",Male,sim,sim,100.0
1543606,3,0,0,1,4,3,"Que homem maluco, ciumento.",Male,sim,sim,100.0
1544000,2,1,0,1,4,3,"Ela dá pra nóis que nois é patrão, ela dá pra nóis que nois é patrão.",Male,sim,sim,66.66666666666667
1544003,3,0,0,1,4,3,Ela dá pra nóis que nois é patrão.,Male,sim,sim,100.0
1544006,4,0,0,0,4,4,"Ela dá pra nóis que nois é patrão, oi, ela dá pra nóis que nois é patrão.",Male,sim,sim,100.0
1544011,2,0,0,1,3,2,"Quando a gente ama não vemos defeito, ela é a dona do meu cora....",Female,sim,sim,100.0
1544034,4,0,0,0,4,4,"ta que ta que ta que ta ela tá ela tá doidinha pra an, doidinha pra ui, doidinha pra hum.",Female,sim,sim,100.0
1544528,2,0,0,1,3,2,"Tu é uma mina braba, faz de tudo e não reclama.",Female,sim,sim,100.0
1544861,3,0,0,1,4,3,"Ela é louca, se transforma.",Female,sim,sim,100.0
1544890,2,0,0,2,4,2,Ela é louca se transforma.,Female,sim,sim,100.0
1545050,2,0,0,1,3,2,O Senhor é meu pastor e nada me faltará.,Male,sim,sim,100.0
1545148,2,0,0,1,3,2,Ela mexe bem louca.,Female,sim,sim,100.0
1545484,1,0,0,3,4,1,Homem tão bom.,Male,sim,sim,100.0
1545491,3,0,0,1,4,3,Meu pai um homem tão bom.,Male,sim,sim,100.0
1545562,2,0,0,2,4,2,Não esqueci do amor dos meus pais mas a senhora é minha riqueza...,Female,sim,sim,100.0
1545815,3,0,0,1,4,3,Ela é mercenária.,Female,sim,sim,100.0
1545912,1,0,0,2,3,1,Pois eu sei que o senhor é fiel.,Male,sim,sim,100.0
1546365,3,0,0,0,3,3,mulheres sedutoras gostosas com expressão.,Female,sim,sim,100.0
1546564,3,0,0,1,4,3,"Só tem menina bonita, gostosa e de mente aberta.",Female,sim,sim,100.0
1546581,2,1,0,1,4,3,Ai ela ficou nervosa.,Female,sim,sim,66.66666666666667
1546618,2,0,0,1,3,2,Zé tava duro e andava de trem..,Male,sim,sim,100.0
1546654,2,0,0,1,3,2,"Ela é top rapaz, empina a bunda pra trás.",Female,sim,sim,100.0
1546981,3,0,0,1,4,3,aí eu gostei ela mamo diferente.,Female,sim,sim,100.0
1547006,3,0,0,1,4,3,"Ela dá pra nois que nois é patrão,.",Male,sim,sim,100.0
1547007,3,0,0,0,3,3,"ela dá pra nois que nois é patrão,.",Male,sim,sim,100.0
1547017,1,0,0,2,3,1,ela dá pra nois que nois é patrão...,Male,sim,sim,100.0
1547412,2,0,0,1,3,2,"Depois da mulher filé a mulher goiaba,.",Female,sim,sim,100.0
1547415,4,0,0,0,4,4,"Mulher cereja, mulher jaca...",Female,sim,sim,100.0
1547976,3,0,0,1,4,3,"Ela é inteligente, ela é chapa quente, ela estoura os cofres.",Female,sim,sim,100.0
1548076,2,0,0,2,4,2,"Ela tá louca, louca, louca,.",Female,sim,sim,100.0
1548081,1,0,0,2,3,1,"Ela tá louca e eu também enlouqueci,.",Female,sim,sim,100.0
1548088,2,0,0,2,4,2,"Porque ela é zica, porque ela é bela..",Female,sim,sim,100.0
1548094,3,1,0,0,4,4,"Ela tá louca de whisky e energético, e aí fica frenético,.",Female,sim,sim,75.0
1548108,2,0,0,2,4,2,"Ela é louca, louca consciente,.",Female,sim,sim,100.0
1548111,3,1,0,0,4,4,"Ela tá louca, louca, louca.",Female,sim,sim,75.0
1548172,2,0,0,1,3,2,Léo está trancado.,Male,sim,sim,100.0
1548239,2,0,0,1,3,2,Ela é cheia do poder.,Female,sim,sim,100.0
1548823,1,0,0,3,4,1,"Whisky energético, quanta mulher boa.",Female,sim,sim,100.0
1548832,1,0,0,3,4,1,Ela é profissional amigo.,Female,sim,sim,100.0
1549031,4,0,0,0,4,4,"agora sou um rapaz sério, muito sério.",Male,sim,sim,100.0
1550319,2,0,0,2,4,2,"com a mulher mais linda, quente ,claro é você !.",Female,sim,sim,100.0
1550707,3,0,0,0,3,3,"O ""blá-blá-blá"" do homem mau querendo pegar geral.",Male,sim,sim,100.0
1550769,2,0,0,1,3,2,Menina mais linda eu sei que não tem.,Female,sim,sim,100.0
1551861,3,0,0,1,4,3,Laurant sou preto perfumado.,Male,sim,sim,100.0
1551979,1,0,0,2,3,1,Ela é pura explosão.,Female,sim,sim,100.0
1551981,4,0,0,0,4,4,essa mina é chapa quente.,Female,sim,sim,100.0
1552250,2,0,0,2,4,2,Que eu sou uma mulher foguenta.,Female,sim,sim,100.0
1552255,2,0,0,2,4,2,Eu sou uma mulher gostosa.,Female,sim,sim,100.0
1552256,4,0,0,0,4,4,Eu sou uma mulher foguenta.,Female,sim,sim,100.0
1552900,2,0,0,2,4,2,"Chego a mulher melão,.",Female,sim,sim,100.0
1552910,3,0,0,0,3,3,"Ela já foi consagrada,.",Female,sim,sim,100.0
1553214,2,0,0,2,4,2,Com a mulher mais linda que de cara é você.,Female,sim,sim,100.0
1553924,3,0,0,1,4,3,"Essas mina é baladeira, elas dançam a noite inteira.",Female,sim,sim,100.0
1553927,2,1,0,1,4,3,"Olha pro lado, se liga moleque, que mina gostosa ""tum"".",Female,sim,sim,66.66666666666667
1553928,4,0,0,0,4,4,"Olha pro lado, dj marcelinho, que mina gostosa ""tum"".",Female,sim,sim,100.0
1553930,3,0,0,1,4,3,"Olha pro lado, se liga moleque, que mina gostosa.",Female,sim,sim,100.0
1554713,4,0,0,0,4,4,Se tem mulher solteira por favor levanta a mão..,Female,sim,sim,100.0
1554749,3,0,0,0,3,3,Byano é foda.,Male,sim,sim,100.0
1554832,1,0,0,3,4,1,Ele fica parado.,Male,sim,sim,100.0
1555324,2,0,0,2,4,2,"As mulher são nacional, mas a bebida é importada.",Female,sim,sim,100.0
1555336,3,0,0,0,3,3,"Várias mulher gostosa, muito dinheiro e poder..",Female,sim,sim,100.0
1555747,2,1,0,1,4,3,Ele é parceiro antigo.,Male,sim,sim,66.66666666666667
1556853,2,0,0,2,4,2,Treva a mais negra sobre homens tristes.,Male,sim,sim,100.0
1557061,2,1,0,0,3,3,"Que senta ela quica, não pode parar.",Female,sim,sim,66.66666666666667
1560144,2,1,0,1,4,3,Do que ela é capaz.,Female,sim,sim,66.66666666666667
1560145,3,0,0,1,4,3,Ela é cheia de malícia.,Female,sim,sim,100.0
1560555,3,0,0,1,4,3,Dadá é linda e uma beleza de garota.,Male,sim,sim,100.0
1562177,2,0,0,2,4,2,"Ah, meu garoto querido.",Male,sim,sim,100.0
1562196,4,0,0,0,4,4,E minha esposa querida.,Female,sim,sim,100.0
1562246,1,0,0,2,3,1,Várias mulheres lindas rebolando até o chão.,Female,sim,sim,100.0
1562661,2,1,0,1,4,3,O rei tá bolado.,Male,sim,sim,66.66666666666667
1563213,2,0,0,1,3,2,"A musa mais bonita,linda noiva no veu..",Female,sim,sim,100.0
1563277,4,0,0,0,4,4,Ela tá doidona ahn.,Female,sim,sim,100.0
1563278,2,1,0,1,4,3,Ela tá doidona e não disfarça.,Female,sim,sim,66.66666666666667
1563343,3,0,0,1,4,3,Ela tá loucona ahn.,Female,sim,sim,100.0
1563740,3,0,0,0,3,3,Olha a mina louca tá dançando.,Female,sim,sim,100.0
1563745,1,0,0,2,3,1,A mina louca tá dançando.,Female,sim,sim,100.0
1564001,4,0,0,0,4,4,"Ela é gata, delicia de fazer pirar.",Female,sim,sim,100.0
1564010,3,0,0,1,4,3,Onde ela passa faz geral babar.,Female,sim,sim,100.0
1564015,3,0,0,0,3,3,Ela é tão vaidosa.,Female,sim,sim,100.0
1564018,1,0,0,2,3,1,Menina mulher.,Female,sim,sim,100.0
1564020,2,0,0,2,4,2,Ela é muito atrevida.,Female,sim,sim,100.0
1564389,2,1,0,1,4,3,"Delícia, menina perfeita.",Female,sim,sim,66.66666666666667
1564491,3,0,0,0,3,3,"Eu fico ""very crazy"", quase que passando mal, só tem mulher gostosa no país do carnaval!.",Female,sim,sim,100.0
1564691,3,0,0,0,3,3,"Adoro provocar, fingir que to na tua, mulher fatal, menina indefesa, objeto sexual, aha coitados ..",Female,sim,sim,100.0
1564845,1,0,0,3,4,1,Essa mina é louca.,Female,sim,sim,100.0
1565033,2,0,0,1,3,2,Toda mulher sexy (Ai...).,Female,sim,sim,100.0
1565659,2,0,0,1,3,2,Esse é o funck de uma mulher sofredora.,Female,sim,sim,100.0
1566231,3,0,0,0,3,3,"essa mina é safada se liga o que eu tô dizendo,.",Female,sim,sim,100.0
1566237,2,0,0,2,4,2,Pra toda mulher solteira.,Female,sim,sim,100.0
1566243,3,0,0,1,4,3,Se tiver mulher solteira.,Female,sim,sim,100.0
1566246,2,0,0,2,4,2,Se tiver mulher tarada.,Female,sim,sim,100.0
1566297,1,0,0,3,4,1,ela tá cansada de dar o cu.,Female,sim,sim,100.0
1566421,1,0,0,3,4,1,"Ai cheguei na hora h, deixei ela maluquinha.",Female,sim,sim,100.0
1566470,3,0,0,1,4,3,Dançando tá sem limite que menina perigosa.,Female,sim,sim,100.0
1566508,1,0,0,2,3,1,Isso é um absurdo o juíz vai apitar ele não pode ser expulso..,Male,sim,sim,100.0
1566509,1,0,0,2,3,1,Gosto quando ele faz gool.,Male,sim,sim,100.0
1566819,2,0,0,2,4,2,Aqui só tem mulher bandida.,Female,sim,sim,100.0
1566847,2,0,0,2,4,2,A mulher quando é certinha nunca é valorizada.,Female,sim,sim,100.0
1566880,2,0,0,2,4,2,Mulheres fiquei rico.,Female,sim,sim,100.0
1567507,2,0,0,2,4,2,"pra todas as mulheres solteiras aí,.",Female,sim,sim,100.0
1567518,3,1,0,0,4,4,"Pra todas as mulheres solteiras aí,.",Female,sim,sim,75.0
1567527,2,0,0,2,4,2,"Elas são braba, essas mina esculacha.",Female,sim,sim,100.0
1567550,3,0,0,0,3,3,"elas ficou cheia de marra,.",Female,sim,sim,100.0
1567664,1,0,0,3,4,1,Ela quica e trava.,Female,sim,sim,100.0
1569109,3,0,0,1,4,3,Algumas moças rezadeiras que vieram.,Female,sim,sim,100.0
1570082,2,1,0,0,3,3,Um rapaz muito diferente.,Male,sim,sim,66.66666666666667
1570095,3,0,0,1,4,3,Lessa era goleiro do.,Male,sim,sim,100.0
1570126,3,0,0,0,3,3,Reparei que o rapaz era muito inteligente.,Male,sim,sim,100.0
1570313,2,0,0,2,4,2,Esse homem medicante.,Male,sim,sim,100.0
1571049,1,0,0,2,3,1,"Que ela é minha vida, a musa dos meus sonhos.",Female,sim,sim,100.0
1571082,2,0,1,1,4,3,"Bem, não vai deixar a sua mãe aflita,.",Female,sim,sim,66.66666666666667
1571091,2,0,0,1,3,2,"E veja como sofre um homem infeliz,.",Male,sim,sim,100.0
1571910,4,0,0,0,4,4,"Pois ele é rei, rei, rei.",Male,sim,sim,100.0
1572228,1,0,0,3,4,1,Na voz de uma mulher sagrada.,Female,sim,sim,100.0
1572585,3,0,0,0,3,3,Ele é um tuareg.,Male,sim,sim,100.0
1572593,3,0,0,0,3,3,Pois ele é sentimental.,Male,sim,sim,100.0
1572844,3,0,0,0,3,3,Chega mais perto moço bonito.,Male,sim,sim,100.0
1573198,2,0,0,2,4,2,Eu sou um rapaz considerado simpático.,Male,sim,sim,100.0
1573476,2,0,0,1,3,2,Ela é médica.,Female,sim,sim,100.0
1573888,1,0,0,3,4,1,Ou apenas senhores feudais.,Male,sim,sim,100.0
1573924,2,1,0,1,4,3,No seu peito de homem direito.,Male,sim,sim,66.66666666666667
1575669,1,0,0,2,3,1,Quem sabe se ela é donzela.,Female,sim,sim,100.0
1575820,2,0,0,2,4,2,"ELA VEM TODA DE BRANCO,MEIGA E MUITO TÍMIDA.",Female,sim,sim,100.0
1576682,2,1,0,1,4,3,E todos eles ficaram cheios de espírito santo e principiaram a falar em línguas diferentes..,Male,sim,sim,66.66666666666667
1576887,1,0,0,2,3,1,Ele ficou bom.,Male,sim,sim,100.0
1577642,2,0,0,2,4,2,Os homens são mortais.,Male,sim,sim,100.0
1578243,3,0,0,1,4,3,minha mãe menininha.,Female,sim,sim,100.0
1578871,2,0,0,1,3,2,Ele mesmo quis.,Male,sim,sim,100.0
1579338,1,0,0,2,3,1,Pena que ela ache tão estranha minha maneira de ser.,Female,sim,sim,100.0
1579344,2,0,0,2,4,2,Mas tudo é só porque ela está sozinha.,Female,sim,sim,100.0
1580412,2,0,0,2,4,2,Bom rapaz direitinho.,Male,sim,sim,100.0
1580592,4,0,0,0,4,4,Quatro homens dependentes e carentes.,Male,sim,sim,100.0
1580951,3,0,0,0,3,3,"Que ele não seja branco, não tenha cultura.",Male,sim,sim,100.0
1581338,1,0,0,2,3,1,"Deus, a mãe é a voz.",Female,sim,sim,100.0
1581437,2,0,0,2,4,2,Eu sou um homem tão sozinho.,Male,sim,sim,100.0
1581467,2,0,0,1,3,2,Ela é a lua.,Female,sim,sim,100.0
1581615,2,0,0,2,4,2,"De nada importar, se para o homem mortal.",Male,sim,sim,100.0
1582257,3,0,0,1,4,3,Via com seus olhos de menino esperto.,Male,sim,sim,100.0
1583469,3,0,0,1,4,3,A menina muito contente.,Female,sim,sim,100.0
1584803,3,0,0,1,4,3,Sou um homem tão comun.,Male,sim,sim,100.0
1585677,2,0,0,1,3,2,Menina direita.,Female,sim,sim,100.0
1585678,1,0,0,2,3,1,Menina suspeita.,Female,sim,sim,100.0
1585680,2,0,0,1,3,2,Menina barata.,Female,sim,sim,100.0
1585988,1,0,0,2,3,1,Essa é pra moça dengosa.,Female,sim,sim,100.0
1586049,1,0,0,3,4,1,Todas elas detentoras.,Female,sim,sim,100.0
1586198,2,1,0,0,3,3,Ele vive calmo.,Male,sim,sim,66.66666666666667
1586228,2,0,0,2,4,2,"Musa única, mulher.",Female,sim,sim,100.0
1587455,2,0,0,1,3,2,Sofisticada dama infeliz.,Female,sim,sim,100.0
1587828,2,0,0,1,3,2,Velhas senhoras mineiras.,Female,sim,sim,100.0
1588799,2,1,0,1,4,3,Eu canto aos homens sós.,Male,sim,sim,66.66666666666667
1588812,3,0,0,1,4,3,lembranças de esposas sombrias.,Female,sim,sim,100.0
1592081,2,1,0,1,4,3,Esse negócio da mãe preta ser leiteira.,Female,sim,sim,66.66666666666667
1592087,2,0,0,1,3,2,Do menino infeliz não se nos ilumina.,Male,sim,sim,100.0
1592603,3,1,0,0,4,4,Nem ligar pro rei guerreiro.,Male,sim,sim,75.0
1592608,2,0,0,1,3,2,Porque o povo é o rei primeiro.,Male,sim,sim,100.0
1592618,2,0,1,1,4,3,Mas o que o mal do rei é o bem.,Male,sim,sim,66.66666666666667
1592624,3,1,0,0,4,4,E era a voz do rei guerreiro.,Male,sim,sim,75.0
1592988,2,1,0,1,4,3,Vi toda beleza e ela andava nua..,Female,sim,sim,66.66666666666667
1593011,2,0,0,1,3,2,os reis magros do carnaval.,Male,sim,sim,100.0
1593181,2,0,0,1,3,2,Um menino diferente.,Male,sim,sim,100.0
1594630,2,0,0,1,3,2,Aquele moço fulano de tal.,Male,sim,sim,100.0
1595538,1,0,0,3,4,1,É uma deusa louca.,Female,sim,sim,100.0
1596525,2,0,0,2,4,2,"sua mãe é ranheta, seu pai é careta.",Female,sim,sim,100.0
1596526,3,0,0,1,4,3,e você é uma garota certa.,Female,sim,sim,100.0
1597053,3,0,1,0,4,4,O homem predador não pensa no que faz.,Male,sim,sim,75.0
1597403,2,0,0,2,4,2,um homem benevolente e bendito.,Male,sim,sim,100.0
1598509,1,0,0,1,2,1,Do menino infeliz se nos ilumina.,Male,sim,sim,100.0
1598617,2,0,0,2,4,2,Dorival é ím-par.,Male,sim,sim,100.0
1598619,1,0,0,3,4,1,Dorival é par.,Male,sim,sim,100.0
1598623,4,0,0,0,4,4,Dorival é mar.,Male,sim,sim,100.0
1598635,3,0,0,0,3,3,Dorival é bom.,Male,sim,sim,100.0
1598688,2,0,0,2,4,2,Dorival é limão.,Male,sim,sim,100.0
1598692,2,0,0,2,4,2,Dorival é pai.,Male,sim,sim,100.0
1598723,2,0,0,2,4,2,Dorival é ín-dio.,Male,sim,sim,100.0
1599165,3,0,0,1,4,3,Diabliu de menino internetinho.,Male,sim,sim,100.0
1600747,3,0,0,1,4,3,"Ela é perfeita, é perfeita, meu bem.",Female,sim,sim,100.0
1600755,2,0,0,1,3,2,Dessa mulher tão irritante.,Female,sim,sim,100.0
1600792,3,0,0,1,4,3,Ela é poderosa!.,Female,sim,sim,100.0
1601353,2,0,0,1,3,2,Aquele homem groover.,Male,sim,sim,100.0
1601782,3,0,0,0,3,3,"Neo-asiática, ela é supralusitana.",Female,sim,sim,100.0
1601861,3,0,0,1,4,3,Aurora agora é bela.,Female,sim,sim,100.0
1602259,2,0,0,2,4,2,Joana é mulher.,Female,sim,sim,100.0
1603753,3,0,0,0,3,3,Mamãe falou que eu era um menino muito feliz.,Male,sim,sim,100.0
1604949,3,0,0,0,3,3,"Moça bonita, seu corpo cheira.",Female,sim,sim,100.0
1604956,4,0,0,0,4,4,"Moça bonita, seu olho brilha.",Female,sim,sim,100.0
1604963,1,0,0,2,3,1,"Moça bonita, seu beijo pode.",Female,sim,sim,100.0
1605346,4,0,0,0,4,4,"E toda paixão recomeça ela é bonita, é demais.",Female,sim,sim,100.0
1605349,1,0,0,2,3,1,Eu digo e ela não acredita ela é bonita demais.,Female,sim,sim,100.0
1605350,2,0,0,1,3,2,"Eu digo e ela não acredita ela é bonita, é bonita.",Female,sim,sim,100.0
1606763,1,0,0,3,4,1,"Que os homens sisudos,.",Male,sim,sim,100.0
1607447,1,0,0,3,4,1,tudo para ela é muito especial.,Female,sim,sim,100.0
1607449,1,0,0,1,2,1,Ela é muito especial.,Female,sim,sim,100.0
1608107,4,0,0,0,4,4,onde as mulheres são lindas e tardam a envelhecer.,Female,sim,sim,100.0
1609690,3,1,0,0,4,4,Thereza é presa da fome!.,Female,sim,sim,75.0
1609741,2,0,1,1,4,3,O que beleza também é a cor da mulher brasileira.,Female,sim,sim,66.66666666666667
1609894,3,1,0,0,4,4,E por isso ele hoje é ex-amor.,Male,sim,sim,75.0
1610694,3,1,0,0,4,4,Que elas foram tão felizes para sempre.,Female,sim,sim,75.0
1611975,2,0,0,1,3,2,Que esta menina hoje é uma mulher.,Female,sim,sim,100.0
1611976,2,0,0,1,3,2,E que esta mulher é uma menina.,Female,sim,sim,100.0
1612134,2,1,0,1,4,3,"No ""ponto"" e volto pra casa com ele cansado com.",Male,sim,sim,66.66666666666667
1612474,2,0,0,2,4,2,Suas mulheres guerreiras fazem a vida lá longe do coração da cidade.,Female,sim,sim,100.0
1612635,3,0,1,0,4,4,Por ser homem bem disciplinado.,Male,sim,sim,75.0
1612968,2,0,0,1,3,2,ela é louca.,Female,sim,sim,100.0
1613960,2,1,0,1,4,3,Essa menina biônica.,Female,sim,sim,66.66666666666667
1614663,3,0,0,1,4,3,o menino brilhante e precoce que eles viam em mim.,Male,sim,sim,100.0
1614880,4,0,0,0,4,4,Ela é a garota.,Female,sim,sim,100.0
1615104,4,0,0,0,4,4,"Ela fica piradinha, dinha, dinha, dinha, dinha.",Female,sim,sim,100.0
1615882,3,0,0,1,4,3,"Luau, mina bonita, social na costa do farol.",Female,sim,sim,100.0
1616160,3,0,0,1,4,3,Quando trombo com a mina mais linda da madrugada.,Female,sim,sim,100.0
1617740,2,0,0,1,3,2,"hoje é mulher bonita, whisky e cerveja.",Female,sim,sim,100.0
1617916,3,0,0,1,4,3,Ela é muito louca muito louca bem legar.,Female,sim,sim,100.0
1618818,3,0,0,1,4,3,Ah garota esperta.,Female,sim,sim,100.0
1618830,4,0,0,0,4,4,Garota esperta safada.,Female,sim,sim,100.0
1620503,2,0,0,2,4,2,Ela é muito linda.,Female,sim,sim,100.0
1620673,3,0,0,1,4,3,Quando ela passa sorridente na avenida.,Female,sim,sim,100.0
1622656,2,0,0,1,3,2,Hermeto já era livre.,Male,sim,sim,100.0
1623038,3,1,0,0,4,4,Mestiço não é mulato.,Male,sim,sim,75.0
1623446,1,0,0,2,3,1,Mas de meninos sonhadores em serem jogadores.,Male,sim,sim,100.0
1623570,2,0,0,1,3,2,"Menina tão linda, que traz sempre um sorriso.",Female,sim,sim,100.0
1624118,1,0,0,2,3,1,"Ninguém sabe se ele é branco,.",Male,sim,sim,100.0
1626166,3,0,0,1,4,3,Ele sempre foi menino.,Male,sim,sim,100.0
1626472,2,1,0,1,4,3,Agora ele é um pássaro sonhador.,Male,sim,sim,66.66666666666667
1627566,2,1,0,0,3,3,Ele fica perdido no dia a dia.,Male,sim,sim,66.66666666666667
1627702,2,0,0,1,3,2,Ela é tão interessante e eu aqui pichando muro.,Female,sim,sim,100.0
1627704,2,1,0,1,4,3,Ela é tão diferente.,Female,sim,sim,66.66666666666667
1627735,2,0,0,1,3,2,Pra essa menina linda vou escrever um som.,Female,sim,sim,100.0
1627737,3,0,0,0,3,3,"Ela continua linda, ela continua bela!.",Female,sim,sim,100.0
1627761,1,0,0,2,3,1,ela é a menina mais incrível desse mundo!.,Female,sim,sim,100.0
1627899,4,0,0,0,4,4,Homens criminal mentes criminal.,Male,sim,sim,100.0
1628067,4,0,0,0,4,4,homens criminal mentes criminal.,Male,sim,sim,100.0
1628262,3,0,0,0,3,3,"Ela é gata, eu vou.",Female,sim,sim,100.0
1628263,2,0,0,0,2,2,Mulher bonita e vagabundo sempre combinou.,Female,sim,sim,100.0
1628454,3,0,0,1,4,3,"O MANO FOI EMBORA ELE SUMIU MANDOU SUA FAMILIA PRA PUTA QUE PARIU, FALOU MUITA BESTEIRA FOLGOU FOI ABUSADO E EU ESTOU LIGADO QUE ELE ESTAVA DROGADO, AGIU DE FORMA ERRADA AGIU DE FORMA BRUTA XINGOU ATE A MAE, E DAÍ O FILHA DA PUTA FUGIU DA ÁREA NEM PAGOU O MEU DINHEIRO TOMA VERGONHA NESTA CARA CALOTEIRO TA QUENTE QUE ABAFA QUE ESTA FAMOSO SEU SONHO E SER DOUTOR OU SENAO UM MAFIOSO COM CARRO,DINHEIRO,REVOLVER,MULHER E PO SEM MISERIA SENDO O MANO OUTRO DIA FOI PRO SACO ELE ACHOU ENGRAÇADO ELE TIROU UM BARATO ELE RI ELE TIRA TODO MUNDO DE CUSAO FALOU VACILAO ELE PASSOU AQUI NA AREA OUTRO DIA VEJA EM UM ESCORTE CONVERSIVEL PRATEADO COM UMA VAGABUNDA DO LADO A MINA ME TIRANDO O OLHO FEIO SORRIU MANDA ESTA VACA PRA PUTA QUE PARIU.",Male,sim,sim,100.0
1628479,2,0,0,0,2,2,Brown não deve ser consumido por pessoas simpáticas.,Male,sim,sim,100.0
1628663,1,0,0,2,3,1,"Menina linda eu quero morar na sua rua,.",Female,sim,sim,100.0
1629146,1,0,0,2,3,1,"Estúpido ele fica, assim ela é linda,.",Female,sim,sim,100.0
1629147,2,0,0,1,3,2,"ela vem, ela abala, ela é má!.",Female,sim,sim,100.0
1629394,1,0,0,2,3,1,"Pimp eu sou, ela é gata, eu vou.",Female,sim,sim,100.0
1630438,1,0,0,2,3,1,Além de tudo tem mulheres muito lindas.,Female,sim,sim,100.0
1631036,1,0,0,1,2,1,Um namorado muito louco.,Male,sim,sim,100.0
1631246,2,0,0,1,3,2,Que ele é louco e vagabundo.,Male,sim,sim,100.0
1631828,2,0,0,1,3,2,"Dos filhos deste solo és mãe gentil,.",Female,sim,sim,100.0
1633305,3,0,0,0,3,3,Ela estava ali sozinha querendo atenção.,Female,sim,sim,100.0
1633566,2,0,0,0,2,2,Dizem que ele é bom.,Male,sim,sim,100.0
1636413,2,0,0,2,4,2,"ilumina mina escura e funda,.",Female,sim,sim,100.0
1636428,2,0,0,1,3,2,"ilumina a mina escura e funda,.",Female,sim,sim,100.0
1636609,2,1,0,1,4,3,Onde as pessoas pudessem escrever o quanto elas são felizes ou não.,Female,sim,sim,66.66666666666667
1636715,3,0,0,0,3,3,Ela é pra ele tão perfeita.,Male,sim,sim,100.0
1636734,2,1,0,1,4,3,Ele é um peixe suicida.,Male,sim,sim,66.66666666666667
1636959,3,0,0,0,3,3,Sou homem maduro mas na sua frente.,Male,sim,sim,100.0
1637270,2,0,0,2,4,2,Puta mulher bacana.,Female,sim,sim,100.0
1637281,3,0,0,1,4,3,Ela é resolvida.,Female,sim,sim,100.0
1638458,2,0,1,0,3,3,Ele é meu lado de dentro.,Male,sim,sim,66.66666666666667
1639196,2,0,0,2,4,2,"Ela é mais do que eu possa dizer, ela é a menina mais.",Female,sim,sim,100.0
1639440,2,0,0,2,4,2,Hoje eu sou um homem mais justo.,Male,sim,sim,100.0
1639443,4,0,0,0,4,4,Hoje eu sou um homem mais justo e.,Male,sim,sim,100.0
1639936,2,0,0,1,3,2,O homem imoral trabalha o mês inteiro e revoltado.,Male,sim,sim,100.0
1640312,3,1,0,0,4,4,"Menininha da família, pai promíscuo e mãe otária se apaixona pelo mundo que.",Female,sim,sim,75.0
1640320,3,0,0,1,4,3,Mas ela é forte e sincera.,Female,sim,sim,100.0
1640920,2,0,0,1,3,2,"Vem que eu te quero também, menina linda.",Female,sim,sim,100.0
1640923,2,0,0,2,4,2,"Vem que eu te quero também, menina linda, vem.",Female,sim,sim,100.0
1640993,3,0,0,0,3,3,"Chorão não é fraco não, pesa várias toneladas.",Male,sim,sim,100.0
1643016,2,0,0,1,3,2,Ela é uma pessoa.,Female,sim,sim,100.0
1643038,3,0,0,1,4,3,Ela é uma rainha.,Female,sim,sim,100.0
1644911,3,0,0,1,4,3,Eu sei se uma mulher não é sincera.,Female,sim,sim,100.0
1645728,1,0,0,2,3,1,"ninguém sabe se ele é branco, é mulato ou negro.",Male,sim,sim,100.0
1647144,3,0,0,0,3,3,"Pra essa menina linda, eu vou fazer um som.",Female,sim,sim,100.0
1647157,3,0,0,0,3,3,Ela é a menina mais special desse mundo.,Female,sim,sim,100.0
1647267,2,0,0,1,3,2,"Nós somos tudo maloqueiro, eles são tudo cuzão.",Male,sim,sim,100.0
1647440,3,1,0,0,4,4,Ele está mais bonito e afiou o seu novo tridente.,Male,sim,sim,75.0
